step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,0,134.35140852630138,221.319928412012,4,63.59009185433388,0.0
12000,0,91.33213637024164,57.79817913806598,4,71.31073588132858,0.0
18000,0,384.3478836119175,152057.80189862105,4,112.71529531478882,0.4
24000,0,153.83293735980988,72.47781068132262,4,127.70286095142365,0.0
30000,0,165.13815055787563,19.61417699477109,4,155.89711737632751,0.0
36000,0,817.2761379629374,285482.0040002391,4,141.71116822957993,0.6000000000000001
42000,0,407.9877216666937,88651.68778762977,4,143.24060493707657,0.4
48000,0,1253.6044534817338,362612.43734232866,4,166.457573056221,0.8
54000,0,1527.7755915522575,323900.5928643228,4,347.4101936221123,1.0
60000,0,537.4011919870973,200163.204510075,4,123.15614920854568,0.4
66000,0,1072.1570921987295,1238522.244569516,4,145.21227329969406,0.2
72000,0,1434.701575025916,1344521.129750626,4,120.77640759944916,0.4
78000,0,1627.0533364713192,657640.6786116905,4,151.22167897224426,0.8
84000,0,1591.4437868446112,322431.05441562115,4,165.2723845243454,0.8
90000,0,1984.5022071450949,253115.9962106802,4,117.65932396054268,0.8
96000,0,1138.5499957799911,453338.4147990141,4,98.80938974022865,0.6000000000000001
102000,0,1319.294904410839,920016.1963529503,4,173.69542318582535,0.4
108000,0,1338.218237861991,1811466.3458501326,4,171.35747700929642,0.4
114000,0,1988.8257381021976,42506.613366458885,4,1669.2104439735413,0.8
120000,0,2087.9509546756744,132584.3937947336,4,66.97111302614212,0.8
126000,0,2059.522312000394,152463.74633615534,4,1288.0860233902931,1.0
132000,0,2043.8596086800098,141477.90118223522,4,1051.2366818785667,0.8
138000,0,2176.667827144265,74526.01357084842,4,1612.6680434942245,1.0
144000,0,1902.700741454959,148454.6177533354,4,1056.9210529327393,1.0
