step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,789,110.59867285490036,496.0770030628018,5,0.0
12000,789,72.54161782860756,121.56879399971751,5,0.0
18000,789,86.29902575612068,326.07864800276957,5,0.0
24000,789,252.67102206945418,91326.78001880889,5,0.4
30000,789,268.183884370327,91925.00866353625,5,0.2
36000,789,780.4062101960183,458166.8216771294,5,0.6000000000000001
42000,789,736.9673161387443,855996.4226983103,5,0.4
48000,789,1139.8749840795995,893332.3590579584,5,0.6000000000000001
54000,789,125.97056106328964,518.3580372648275,5,0.0
60000,789,822.1860218107701,512074.84879831073,5,0.8
66000,789,466.698920994997,610254.1446889819,5,0.2
72000,789,1154.2718635201454,397560.66227418394,5,0.8
78000,789,592.1487394988537,1154202.1004483367,5,0.2
84000,789,1384.6724878430366,652263.2931620955,5,0.6000000000000001
90000,789,1537.967378425598,869438.8405855369,5,0.6000000000000001
96000,789,1163.1337409734726,1027872.060015919,5,0.6000000000000001
102000,789,1046.532547056675,485131.7646502821,5,0.8
108000,789,492.2280651390553,236778.29099683271,5,0.2
114000,789,520.0081233799458,835596.1972417439,5,0.0
120000,789,1145.2045437455176,1176883.7396999577,5,0.4
126000,789,121.91586898565292,284.6453461517158,5,0.0
132000,789,1296.9858136177063,1246324.8993252998,5,0.4
138000,789,2204.527946138382,38289.9669508054,5,1.0
144000,789,1706.157101416588,634323.3083272368,5,1.0
