step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,0,137.29508642554282,1507.927719267194,5,0.0
12000,0,118.42153869271279,97.11075477247834,5,0.0
18000,0,119.88540589809418,1128.7611990447338,5,0.0
24000,0,159.87959948778152,692.5042874933749,5,0.0
30000,0,173.37983496189116,113.27851858615954,5,0.0
36000,0,247.2834393978119,37947.353760523154,5,0.0
42000,0,547.7458129644394,286740.602253456,5,0.4
48000,0,486.9865668475628,598359.6178044418,5,0.2
54000,0,318.4814841866493,86178.58219520006,5,0.0
60000,0,310.3443228125572,48512.03973025679,5,0.2
66000,0,288.90340646505354,61035.09269128005,5,0.0
72000,0,280.1729047954083,22986.967990848054,5,0.4
78000,0,173.37982050180435,3285.9604933644196,5,0.2
84000,0,424.71059995889664,188126.88616493618,5,0.4
90000,0,504.9965287685394,60480.28182343159,5,0.8
96000,0,529.9937529802322,356296.6297246676,5,0.4
102000,0,1347.8588636577128,1247847.7976515861,5,0.6000000000000001
108000,0,686.629815685749,653518.9158478288,5,0.4
114000,0,1309.5173620343207,148544.74972901057,5,1.0
120000,0,1077.1629107952117,1499156.9609603586,5,0.4
126000,0,1146.5721646785737,120901.84991494121,5,1.0
132000,0,453.4616802752018,284067.61483433703,5,0.4
138000,0,958.856562936306,1023379.2167003471,5,0.4
144000,0,1922.636718916893,432411.10090258595,5,1.0
