step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,123,396.9311168193817,433.7561014698957,5,0.0
12000,123,1239.331516122818,114499.37983503906,5,0.0
18000,123,1285.9371929168701,6790.725795269732,5,0.0
24000,123,1264.2727808952332,1429.18634736089,5,0.2
30000,123,1193.4424894809722,52439.145074092085,5,0.0
36000,123,1497.1408080101014,3518.446158629247,5,0.0
42000,123,1346.1282715797424,3602.497327947571,5,0.0
48000,123,1494.8745794773101,576.6989711359129,5,0.0
54000,123,1414.5754518985748,21739.374384732557,5,0.0
60000,123,1440.1720239162446,5455.547349523131,5,0.0
66000,123,1484.2530045509338,1063.6444679811937,5,0.0
72000,123,1457.5060821533202,8854.126137189613,5,0.0
78000,123,1506.1872790813445,250.45293310880092,5,0.0
84000,123,1521.0706670761108,156.96082726358173,5,0.0
90000,123,1424.6933755874634,11944.515650752037,5,0.0
96000,123,1258.176354265213,129335.67128721222,5,0.0
102000,123,1501.961150121689,461.34829423857695,5,0.0
108000,123,1435.3686467170714,2921.426617490048,5,0.0
114000,123,1528.0968760490418,160.34589065516343,5,0.0
120000,123,1514.50808467865,411.5422732349795,5,0.0
126000,123,1487.4205665111542,378.13773072400335,5,0.0
132000,123,1510.010494327545,615.5930342493275,5,0.0
138000,123,1483.557805299759,5904.351909711591,5,0.0
144000,123,1476.5763231277465,545.4214132952127,5,0.0
