step,num_seeds,mean_eval_return,std_eval_return,min_eval_return,max_eval_return,mean_eval_success,std_eval_success,min_eval_success,max_eval_success
6000,5,124.33785629749298,10.955360382984466,106.62303082942962,133.48125685453414,0.0,0.0,0.0,0.0
12000,5,97.45636910319328,16.290925234571723,80.61528800725937,121.73343758583069,0.0,0.0,0.0,0.0
18000,5,127.38796754240988,55.64451405459356,79.23162044286728,213.78639549016953,0.0,0.0,0.0,0.0
24000,5,126.1724467164278,42.90945790976459,72.49198100864888,169.32695294618605,0.0,0.0,0.0,0.0
30000,5,255.32621217966079,231.39939348726102,124.36231046319008,667.608380830288,0.12000000000000002,0.2683281572999748,0.0,0.6000000000000001
36000,5,242.2602718234062,105.42677179975725,156.58728855848312,413.89334057569505,0.16,0.260768096208106,0.0,0.6000000000000001
42000,5,263.7684227931499,144.39045531377224,167.05091631412506,514.9607702672481,0.16,0.16733200530681513,0.0,0.4
48000,5,225.72437477469444,124.3804081829317,135.29968732595444,386.2625126600266,0.08,0.10954451150103324,0.0,0.2
54000,5,431.5136955535412,152.80314874211757,211.0540308177471,636.4959747195244,0.36,0.0894427190999916,0.2,0.4
60000,5,476.86707871437073,531.4436277084711,136.9251973748207,1386.942194902897,0.27999999999999997,0.41472882706655434,0.0,1.0
66000,5,439.8609569138289,270.2791008386274,153.2301089167595,832.3291658639907,0.36000000000000004,0.260768096208106,0.0,0.6000000000000001
72000,5,531.7642985928057,525.426067745011,104.13594498038292,1395.436529636383,0.2,0.24494897427831785,0.0,0.6000000000000001
78000,5,651.3338211822509,387.52923824744937,137.2413600206375,1102.4983729481696,0.44000000000000006,0.32863353450309973,0.0,0.8
84000,5,789.6436247324943,473.0349356336163,118.39105329513549,1294.1869586706161,0.4800000000000001,0.26832815729997483,0.0,0.6000000000000001
90000,5,916.6069972634316,608.189470564087,196.62715036869048,1743.394231915474,0.44000000000000006,0.32863353450309973,0.0,0.8
96000,5,818.792879459858,237.6986648881273,452.35671439170835,997.260185945034,0.56,0.16733200530681513,0.4,0.8
102000,5,1159.754540976286,322.4084639819404,806.2635300576687,1550.0309833526612,0.72,0.22803508501982758,0.4,1.0
108000,5,1066.7148520398139,581.7787769057796,399.45591802597045,1946.293350994587,0.64,0.3286335345030997,0.2,1.0
114000,5,1204.4519678890706,544.9896902699289,651.4609242081642,2087.7078846096992,0.64,0.2607680962081059,0.4,1.0
120000,5,1421.6553763079644,719.2695912272674,423.7443310022354,2132.193336677551,0.76,0.2607680962081059,0.4,1.0
126000,5,1591.3812884390352,577.5883733373965,771.1152671933174,2140.873696422577,0.76,0.3286335345030997,0.2,1.0
132000,5,1488.1228061509132,477.1623738039214,711.3859188199043,1952.8666021227837,0.7200000000000001,0.22803508501982758,0.4,1.0
138000,5,1483.9987936627865,358.35062667459437,964.8747068941593,1941.5066659867764,0.76,0.16733200530681508,0.6000000000000001,1.0
144000,5,1586.2013589131832,424.69770569303347,1069.7260702490807,1997.0355432987212,0.8800000000000001,0.17888543819998315,0.6000000000000001,1.0
