step,num_seeds,mean_eval_return,std_eval_return,min_eval_return,max_eval_return,mean_eval_success,std_eval_success,min_eval_success,max_eval_success
6000,5,136.35569595694542,17.150368203304566,120.17773516476154,163.11176238954067,0.0,0.0,0.0,0.0
12000,5,106.42460176944732,18.45151447219159,85.4784776493907,128.5253925025463,0.0,0.0,0.0,0.0
18000,5,115.0274827376008,25.37532395505743,90.43529287725687,149.25502906739712,0.0,0.0,0.0,0.0
24000,5,222.67902133613825,157.5073996116909,139.30696055293083,503.6579334586859,0.08,0.17888543819998318,0.0,0.4
30000,5,266.86989856660364,219.6768614199501,150.33762224018574,657.0675793588161,0.08,0.17888543819998318,0.0,0.4
36000,5,470.40362841039894,474.3323451906124,158.47980616986752,1238.5637071058154,0.27999999999999997,0.43817804600413285,0.0,1.0
42000,5,214.4491752833128,118.64778197324652,118.5858431905508,419.8378670960665,0.08,0.17888543819998318,0.0,0.4
48000,5,473.3476836591959,478.8517765688648,146.64875829219818,1304.263500019908,0.12000000000000002,0.1788854381999832,0.0,0.4
54000,5,630.6229465097189,684.9564017029921,127.02207620441914,1636.2651957571507,0.32,0.4381780460041329,0.0,0.8
60000,5,884.0311073839664,679.1295908628794,276.2037928253412,1884.1370077133179,0.4800000000000001,0.4147288270665544,0.0,1.0
66000,5,744.2726032838225,694.0267177196165,305.9412943869829,1977.220154196024,0.39999999999999997,0.34641016151377546,0.2,1.0
72000,5,539.4344335734844,303.6088975316191,166.66975367069244,976.9060943573713,0.27999999999999997,0.30331501776206204,0.0,0.8
78000,5,1056.1731434464455,861.957191058228,233.34912331402302,2083.081493213773,0.48,0.33466401061363027,0.0,0.8
84000,5,1067.5951862573625,827.3490451372504,180.56862612068653,2041.8363856971264,0.5200000000000001,0.3898717737923586,0.0,0.8
90000,5,748.2426254212857,522.5682849739907,264.4998464137316,1501.6339994892478,0.44000000000000006,0.260768096208106,0.2,0.8
96000,5,998.4513742089272,735.7523582465625,159.90746042132378,1979.710522428155,0.52,0.41472882706655445,0.0,1.0
102000,5,1233.5511895924806,841.018308904218,315.3832561671734,2258.3536805063486,0.6,0.31622776601683794,0.2,1.0
108000,5,994.4720656126738,820.6894229926047,153.23343321681023,1976.1944007575512,0.4,0.4,0.0,0.8
114000,5,1148.3532658547163,903.0776087311795,217.11729998886585,2216.9497031867504,0.4800000000000001,0.4604345773288535,0.0,1.0
120000,5,1278.1688104450702,711.0302715277801,315.4375420808792,2149.436392918229,0.68,0.363318042491699,0.2,1.0
126000,5,1348.8944959789515,824.3617448300554,372.14382304251194,2267.543248668313,0.6799999999999999,0.2683281572999748,0.4,1.0
132000,5,1132.13368434757,1116.3245470362833,139.12990038096905,2349.076260074973,0.44000000000000006,0.433589667773576,0.0,1.0
138000,5,1404.7793335691094,631.5676501528295,936.7812368124723,2421.8824408352375,0.6799999999999999,0.30331501776206204,0.4,1.0
144000,5,1268.0315202206373,823.0942135229192,456.63020364940166,2270.518606647849,0.64,0.2607680962081059,0.4,1.0
