step,num_seeds,mean_eval_return,std_eval_return,min_eval_return,max_eval_return,mean_eval_success,std_eval_success,min_eval_success,max_eval_success
6000,4,123.14289731830358,8.308974150175201,117.5153824210167,135.2393181324005,0.0,0.0,0.0,0.0
12000,4,125.16771440953016,30.802497634808,81.40461400151253,149.53474382162094,0.1,0.20000000000000004,0.0,0.4
18000,4,309.5984945014119,342.4668986278683,106.83454165458679,822.1782359838486,0.15000000000000002,0.30000000000000004,0.0,0.6000000000000001
24000,4,259.7518586084247,194.4134340742917,140.87494572401047,550.2448723614216,0.1,0.20000000000000004,0.0,0.4
30000,4,156.55926562249658,12.591144270051474,140.57270946502686,168.01770055294037,0.0,0.0,0.0,0.0
36000,4,185.02386877685785,35.45333574007713,162.81813803911209,237.88859899640084,0.05,0.10000000000000002,0.0,0.2
42000,4,299.1711168602109,215.2697415890303,155.58445910215377,610.9315976381301,0.1,0.11547005383792516,0.0,0.2
48000,4,282.50664562582966,210.74776185388257,143.94612188339232,591.5227449893952,0.15000000000000002,0.19148542155126763,0.0,0.4
54000,4,384.65032363533976,312.2047880915386,114.21178172230721,799.2237235665322,0.30000000000000004,0.38297084310253526,0.0,0.8
60000,4,642.8111401021481,775.5804380262696,150.79073030948638,1799.729030275345,0.4,0.43204937989385733,0.0,1.0
66000,4,590.3158486500382,515.0932285282931,90.83957323431969,1253.8419692277907,0.45,0.41231056256176607,0.0,0.8
72000,4,807.3521245539188,935.7956579281059,174.1362514257431,2196.149100804329,0.45,0.443471156521669,0.0,1.0
78000,4,595.7077613741159,557.7980848530035,145.63998577594757,1408.158799958229,0.45,0.34156502553198664,0.0,0.8
84000,4,754.3395189747214,694.4554386036737,140.79736111164092,1534.5034654736519,0.5,0.4760952285695233,0.0,1.0
90000,4,749.2282343760133,812.8622344823624,258.4644460260868,1959.8390651583672,0.5,0.34641016151377546,0.2,1.0
96000,4,522.120322330296,422.38229840363766,85.78189450502396,1062.7444957852363,0.25,0.30000000000000004,0.0,0.6000000000000001
102000,4,758.7785604640842,517.4943177461446,237.73581300973893,1359.840105354786,0.4,0.3651483716701108,0.0,0.8
108000,4,954.1186243847012,845.3498283098425,125.5607273042202,2069.314392518997,0.65,0.4725815626252608,0.0,1.0
114000,4,932.1515915393829,651.677509583902,376.56711707115176,1790.8413839221,0.7000000000000001,0.3829708431025352,0.2,1.0
120000,4,1074.8372895777225,991.0607385402636,131.39333219528197,2406.2077912449836,0.5,0.47609522856952335,0.0,1.0
126000,4,1286.0625950351357,861.7596255172853,346.2579940974712,2239.3072140216827,0.7000000000000001,0.3829708431025352,0.2,1.0
132000,4,1116.302142955363,780.6482143907771,383.0771819829941,2002.6808067798615,0.65,0.34156502553198664,0.2,1.0
138000,4,1296.0923272654413,768.5357234072618,454.8092109084129,2184.360718500614,0.75,0.37859388972001823,0.2,1.0
144000,4,1317.4357479840517,965.9039371399914,455.54056572914124,2247.649738907814,0.6,0.3651483716701107,0.2,1.0
