step,num_seeds,mean_eval_return,std_eval_return,min_eval_return,max_eval_return,mean_eval_success,std_eval_success,min_eval_success,max_eval_success
6000,5,122.68194024324416,6.718895336390078,113.80525085926055,131.94343473911286,0.0,0.0,0.0,0.0
12000,5,107.26932436704635,24.856766190913284,80.61528751850128,142.71207910776138,0.0,0.0,0.0,0.0
18000,5,176.91113021612168,86.45631787243762,118.53779458999634,330.02136595249175,0.08,0.17888543819998318,0.0,0.4
24000,5,154.72633072257042,52.050538562737984,82.45980224609374,220.66698277592658,0.08,0.17888543819998318,0.0,0.4
30000,5,190.3510773408413,106.23201379363987,84.4922393143177,364.6719390273094,0.04,0.08944271909999159,0.0,0.2
36000,5,328.1255336833,251.43652515629302,139.67983844280243,682.1631440162658,0.24000000000000005,0.32863353450309973,0.0,0.6000000000000001
42000,5,336.0097809791565,165.7821301298518,131.7796062707901,570.6527112364769,0.24,0.16733200530681513,0.0,0.4
48000,5,673.840825805664,369.3159261654936,288.53246161937716,1098.2602671325208,0.4,0.316227766016838,0.0,0.8
54000,5,489.4108490061761,509.3147452654422,136.91627169847487,1291.7025119662285,0.27999999999999997,0.4381780460041329,0.0,1.0
60000,5,320.49203234910965,177.17837371128687,143.20732741355897,559.2777496099473,0.2,0.14142135623730953,0.0,0.4
66000,5,671.4591851592064,201.24392687729915,453.6453293263912,886.7681284189224,0.36000000000000004,0.260768096208106,0.2,0.8
72000,5,843.605306674838,389.5785892247377,413.93695817291734,1327.0484580755233,0.56,0.3286335345030997,0.2,1.0
78000,5,1486.0525556457044,369.2837866482214,946.3961130201817,1908.3269984006881,0.8399999999999999,0.2607680962081059,0.4,1.0
84000,5,1346.9204877507686,612.0900904984733,597.7848553419113,2230.135895705223,0.72,0.22803508501982758,0.4,1.0
90000,5,1285.2510494959356,465.60214764506645,906.5076159000397,1942.8547853708267,0.68,0.22803508501982758,0.4,1.0
96000,5,772.0770432668924,99.94660169143991,680.6523742079735,930.6018745720387,0.6,0.14142135623730953,0.4,0.8
102000,5,1326.2768127560616,584.8194454205488,600.4193088054657,2178.287990295887,0.64,0.260768096208106,0.4,1.0
108000,5,1301.1006094044449,344.8586070816326,807.6701567769051,1630.811882829666,0.68,0.22803508501982758,0.4,1.0
114000,5,1550.2931713175772,503.64054488531116,797.3860060572624,2089.211155128479,0.7600000000000001,0.16733200530681508,0.6000000000000001,1.0
120000,5,1244.7760061538218,566.4056979553538,558.387310051918,1958.22079474926,0.5200000000000001,0.2683281572999748,0.2,0.8
126000,5,1566.0021532285214,402.39371071350195,923.129329252243,1905.2350542783738,0.76,0.21908902300206645,0.4,1.0
132000,5,1651.0931422340868,477.10868952852616,1063.6451043188572,2331.584687721729,0.76,0.16733200530681508,0.6000000000000001,1.0
138000,5,1487.3509582400322,566.7933480003645,867.3491693079471,2074.69710085392,0.7200000000000001,0.17888543819998315,0.6000000000000001,1.0
144000,5,1729.295843603611,242.36563151894688,1377.7702832818031,2061.348871898651,0.9199999999999999,0.17888543819998315,0.6000000000000001,1.0
