step,num_seeds,mean_eval_return,std_eval_return,min_eval_return,max_eval_return,mean_eval_success,std_eval_success,min_eval_success,max_eval_success
6000,2,121.51420951783658,4.165882850825936,118.5684855043888,124.45993353128434,0.0,0.0,0.0,0.0
12000,2,121.25987866967917,4.004346774159543,118.42837791144848,124.09137942790986,0.30000000000000004,0.42426406871192857,0.0,0.6000000000000001
18000,2,119.28434551954268,53.037768940660456,81.78097944259643,156.78771159648895,0.0,0.0,0.0,0.0
24000,2,254.98031930327417,147.47265221258016,150.70140688419343,359.2592317223549,0.1,0.14142135623730953,0.0,0.2
30000,2,167.10660973489286,27.57437815076434,147.6085799574852,186.60463951230048,0.1,0.14142135623730953,0.0,0.2
36000,2,206.1984288096428,84.6489588095976,146.3425760149956,266.05428160429,0.2,0.28284271247461906,0.0,0.4
42000,2,289.340356272459,174.2728962224978,166.11080957651137,412.56990296840667,0.1,0.14142135623730953,0.0,0.2
48000,2,1100.038596996665,620.7630135785844,661.0928605854511,1538.984333407879,0.5,0.14142135623730953,0.4,0.6000000000000001
54000,2,1306.2709935843945,761.0669510269189,768.1153915762901,1844.4265955924989,0.6000000000000001,0.28284271247461906,0.4,0.8
60000,2,1588.493457019329,305.1576019254883,1372.7144473671913,1804.2724666714669,0.9,0.14142135623730948,0.8,1.0
66000,2,1564.6434184283019,449.6271559450743,1246.7090074539185,1882.5778294026852,0.7000000000000001,0.14142135623730948,0.6000000000000001,0.8
72000,2,1142.2170705318451,294.1340773444867,934.2328698635101,1350.2012712001801,0.7000000000000001,0.14142135623730948,0.6000000000000001,0.8
78000,2,1327.8285065233708,963.8310328272531,646.2970472931862,2009.3599657535553,0.7,0.4242640687119285,0.4,1.0
84000,2,1485.6344836950302,568.0299755027386,1083.9766360998153,1887.292331290245,0.7000000000000001,0.14142135623730948,0.6000000000000001,0.8
90000,2,1258.0633763879537,977.065476004828,567.1737526416779,1948.9530001342296,0.5,0.42426406871192857,0.2,0.8
96000,2,1275.3541477888823,777.473017367834,725.5977050185204,1825.1105905592442,0.7000000000000001,0.14142135623730948,0.6000000000000001,0.8
102000,2,1877.6389863669874,629.8339514975665,1432.279128241539,2322.9988444924356,0.7000000000000001,0.14142135623730948,0.6000000000000001,0.8
108000,2,1829.5773104727268,220.52137162429904,1673.6451532006263,1985.5094677448274,1.0,0.0,1.0,1.0
114000,2,1499.1870016902685,732.586604712362,981.1700456917285,2017.2039576888085,0.7,0.4242640687119285,0.4,1.0
120000,2,1223.192996621132,730.5881904416867,706.5891329050064,1739.7968603372574,0.6000000000000001,0.28284271247461906,0.4,0.8
126000,2,1534.709120285511,403.4990889011917,1249.3921783208848,1820.0260622501373,0.9,0.14142135623730948,0.8,1.0
132000,2,1847.0594242334366,604.8431048806501,1419.3707632184028,2274.7480852484705,0.8,0.28284271247461895,0.6000000000000001,1.0
138000,2,836.9823717653751,971.4346142689361,150.07436853647232,1523.8903749942779,0.30000000000000004,0.42426406871192857,0.0,0.6000000000000001
144000,2,1230.948054111004,1542.2390501075445,140.42036356925965,2321.4757446527483,0.5,0.7071067811865476,0.0,1.0
