step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,456,152.94877935647963,581.5304555361922,5,0.0
12000,456,107.0739149093628,1503.5278070671504,5,0.0
18000,456,82.86680710315704,581.6035733723728,5,0.0
24000,456,133.8787260890007,503.04042701741145,5,0.0
30000,456,199.22185378074647,3433.758480220048,5,0.0
36000,456,1067.7225683033466,483129.52536248777,5,1.0
42000,456,115.59310709238052,77.78618275586535,5,0.0
48000,456,1067.3228529572486,1017411.3290446391,5,0.4
54000,456,1344.9008408546447,542388.9823424565,5,0.8
60000,456,1632.1782932281494,723395.3588684908,5,1.0
66000,456,1853.2617908477782,240231.66415193302,5,1.0
72000,456,818.2700309872628,982878.7669917699,5,0.8
78000,456,1530.9377409577369,831590.4237513492,5,0.8
84000,456,1666.8200012803077,1092387.033648753,5,0.8
90000,456,1216.1848435342313,1417719.2092466338,5,0.6000000000000001
96000,456,1692.0376539945603,487143.2853152838,5,1.0
102000,456,2218.9883453130724,13234.697830285895,5,1.0
108000,456,1367.8742803633213,954611.3299400329,5,0.8
114000,456,1893.3321522176266,696971.6438807679,5,1.0
120000,456,1981.6979766964912,192362.88464012294,5,1.0
126000,456,1648.4987039625644,1441785.9947218918,5,0.8
132000,456,2297.5126214265824,22768.809555937507,5,1.0
138000,456,2408.7416586399077,3556.0547598480466,5,1.0
144000,456,2182.3521335721016,45974.16227731513,5,1.0
