step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,2024,116.1581296801567,171.82459190050474,5,0.0
12000,2024,107.2254021525383,794.0001686579895,5,0.0
18000,2024,99.78329456448554,1015.4886651310999,5,0.0
24000,2024,134.62593593597413,298.1781351138669,5,0.0
30000,2024,146.93516150712966,219.59859269268082,5,0.0
36000,2024,165.70918939113616,163.03330956937066,5,0.0
42000,2024,187.97359156608582,3603.7077578082585,5,0.0
48000,2024,170.44523631334306,129.37815593611862,5,0.0
54000,2024,172.44096542596816,821.8407305708381,5,0.0
60000,2024,261.54298104047774,55013.204614846356,5,0.2
66000,2024,263.8866985201836,75052.1303461451,5,0.2
72000,2024,323.26567401885984,24527.89079363677,5,0.2
78000,2024,326.8908244729042,85204.49648259734,5,0.4
84000,2024,344.4747907996178,227341.33223499684,5,0.2
90000,2024,266.3269077897072,85378.63597496427,5,0.2
96000,2024,155.15109980106354,163.68114085715496,5,0.0
102000,2024,360.5210238814354,254715.90522129458,5,0.2
108000,2024,240.4270026087761,36513.80969338413,5,0.0
114000,2024,325.23627678751944,112485.29908329019,5,0.0
120000,2024,280.36222207546234,73019.66980544214,5,0.2
126000,2024,563.4190993905067,426720.2978112201,5,0.4
132000,2024,232.20551363825797,15913.749291996768,5,0.2
138000,2024,769.600434666872,440047.23281319987,5,0.6000000000000001
144000,2024,384.86586488485335,110356.27397435966,5,0.4
