step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,0,325.0289354801178,283.1848516648411,5,0.0
12000,0,214.50371558666228,0.8202186299257662,5,0.0
18000,0,805.5578413009644,42840.394336322664,5,0.0
24000,0,1156.5285013675689,20456.692760620088,5,0.0
30000,0,1196.9808809757233,14343.57520064215,5,0.0
36000,0,1173.8515232086181,16430.51918314933,5,0.0
42000,0,1180.1854468345641,23208.422943937647,5,0.0
48000,0,1151.3497333049775,10761.47587830505,5,0.0
54000,0,1304.4459223747253,1666.0034599220394,5,0.0
60000,0,1271.961150789261,4451.6057261735705,5,0.0
66000,0,1434.033037996292,23483.434643361943,5,0.0
72000,0,1416.6418365001678,10333.589468237791,5,0.0
78000,0,1278.0685053825378,80468.64327323482,5,0.0
84000,0,1485.4776165962219,9433.584908358938,5,0.0
90000,0,1229.7770454406739,32676.780633545848,5,0.0
96000,0,870.886505317688,7367.660161581825,5,0.0
102000,0,1389.5927717208863,15009.510036513435,5,0.0
108000,0,1225.4639451503754,8974.487853350078,5,0.0
114000,0,1410.3673366069793,947.3910218865,5,0.0
120000,0,1142.4197528362274,121349.86945545273,5,0.0
126000,0,1523.4440114021302,1238.9579919435967,5,0.0
132000,0,1465.8446777820586,8733.752685801357,5,0.0
138000,0,1445.6743350028992,8344.603881324547,5,0.0
144000,0,1463.1736202716827,523.318530244032,5,0.0
