step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,789,264.70009593963624,414.02714110268164,5,0.0
12000,789,238.29699079990388,116.50984627624716,5,0.0
18000,789,1074.7483350753785,333.28658342757,5,0.0
24000,789,1393.1518339633942,1531.948692445167,5,0.0
30000,789,1431.9603909015655,6983.921226734999,5,0.0
36000,789,1418.4408824920654,1211.1895589235994,5,0.0
42000,789,1454.496882390976,236.8166410733296,5,0.0
48000,789,1418.0700433731079,1190.1690890826699,5,0.0
54000,789,1452.333336162567,743.9135823053218,5,0.0
60000,789,1433.7124700546265,543.733055839194,5,0.0
66000,789,1440.6035423278809,310.6302931085339,5,0.0
72000,789,1483.6187215805053,16199.566800989103,5,0.0
78000,789,1471.0455066204072,7941.369333739114,5,0.0
84000,789,1517.577722120285,1276.105384095378,5,0.0
90000,789,1503.6400910377502,6645.320945206579,5,0.0
96000,789,1349.7312487602235,30965.136883299878,5,0.0
102000,789,1563.631539964676,3566.3643118732402,5,0.0
108000,789,1419.6605964183807,863.8570615737392,5,0.0
114000,789,1463.8124161243438,1765.9916633905743,5,0.0
120000,789,1346.850368309021,14086.452910509492,5,0.0
126000,789,1821.4058683395385,79013.6814303919,5,0.6000000000000001
132000,789,1444.3250284671783,21500.27810404997,5,0.2
138000,789,902.9100858688355,192569.19924429705,5,0.0
144000,789,1482.4808118343353,39666.01686839244,5,0.4
