step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,456,311.7117320775986,21.47954963746132,5,0.0
12000,456,936.4182823181152,2786.8080608017863,5,0.0
18000,456,836.5700319290161,33095.04977683442,5,0.0
24000,456,1394.9518166065216,25882.953956470254,5,0.0
30000,456,1278.679981470108,10667.068286017615,5,0.0
36000,456,1382.4447649002075,1193.010999922135,5,0.0
42000,456,993.7075624942779,99837.37350297169,5,0.0
48000,456,1405.8538654804229,26149.733823884417,5,0.0
54000,456,1350.9540842056274,111303.2583226407,5,0.0
60000,456,1087.8323704719544,119386.81468071567,5,0.0
66000,456,1465.3264083862305,12933.820946905562,5,0.0
72000,456,1394.297796535492,159087.7206089505,5,0.2
78000,456,2209.0571028232575,5971.258218767108,5,0.2
84000,456,2194.6787243366243,107388.56671732687,5,0.0
90000,456,2130.307401418686,120548.32368579556,5,0.6000000000000001
96000,456,2274.3641859531403,6192.356413560964,5,0.6000000000000001
102000,456,2664.5178000450132,3503.125782422568,5,1.0
108000,456,2492.5159355640412,3496.538115126103,5,0.8
114000,456,2416.8526525497437,43907.829686340316,5,1.0
120000,456,2459.7831845760347,6155.356477795243,5,1.0
126000,456,2545.055674791336,11987.269217262958,5,1.0
132000,456,2510.2734422683716,18676.293619687305,5,1.0
138000,456,2209.4169887065887,291015.463282677,5,0.8
144000,456,2447.83399181366,55793.07898140909,5,1.0
