step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,0,120.26615335345268,1231.1052584901392,5,0.0
12000,0,90.92530068159104,44.79052107549794,5,0.0
18000,0,151.5347779273987,313.2134480253177,5,0.0
24000,0,162.76843320131303,668.0956642101955,5,0.0
30000,0,167.73231214284897,119.02755790960362,5,0.0
36000,0,158.41226414442062,603.3658905228137,5,0.0
42000,0,72.62829352617264,60.20700089089504,5,0.0
48000,0,150.7627500832081,1054.7450936405755,5,0.0
54000,0,240.68368632793425,25671.112437975302,5,0.2
60000,0,796.3531383514404,357916.22868966113,5,0.8
66000,0,645.6839987277984,225617.24741976956,5,0.4
72000,0,233.80573622584342,22544.21665372002,5,0.2
78000,0,369.75954587459563,218482.26345844954,5,0.2
84000,0,795.4550352871418,548532.2871256293,5,0.6000000000000001
90000,0,919.7222536206245,323562.423930328,5,0.8
96000,0,535.8204425930977,303350.1682273958,5,0.4
102000,0,487.52774008512495,662500.9172694958,5,0.2
108000,0,642.1612816989422,546908.3082641144,5,0.2
114000,0,1430.2151983380318,596137.319086878,5,1.0
120000,0,1344.606162288785,909328.2448801958,5,0.8
126000,0,1490.130386865139,312342.500415568,5,1.0
132000,0,1088.0475879311562,861438.9794472195,5,0.4
138000,0,1400.074729782343,1454801.7813292039,5,0.6000000000000001
144000,0,1488.936859998107,1672459.6397485896,5,0.6000000000000001
