step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,2024,425.3056493997574,5359.078952724679,4,353.1147470474243,0.0
12000,2024,646.6662397384644,3654.927197316489,4,488.0620696544647,0.0
18000,2024,1335.9912303686142,606.6676699338417,4,1161.4363839626312,0.0
24000,2024,1346.9001869559288,132386.19680078406,4,787.7156445980072,0.0
30000,2024,1627.6882670521736,4600.741718222117,4,1564.385868549347,0.0
36000,2024,1637.1868762373924,5793.965075847274,4,1466.3274207115173,0.0
42000,2024,1559.617059648037,586.9713739483469,4,1504.4560220241547,0.0
48000,2024,1668.1327570080757,6091.314161368132,4,1585.0819022655487,0.0
54000,2024,1702.395967245102,18442.368237447914,4,1557.9497182369232,0.0
60000,2024,1765.551009118557,17018.75594517436,4,1187.8232328891754,0.0
66000,2024,1655.6356020569801,13557.273035384964,4,1572.3377494812012,0.0
72000,2024,1767.4993197321892,14030.574101377666,4,1557.0727753639221,0.0
78000,2024,1664.8401234149933,6424.038297872275,4,1588.9336199760437,0.0
84000,2024,1737.3916224837303,4529.072926345901,4,1635.8763401508331,0.0
90000,2024,1779.258874297142,12398.104035510521,4,1644.6353850364685,0.0
96000,2024,1710.6482754349709,4104.65434842546,4,1638.7955589294434,0.0
102000,2024,1832.853568315506,13484.429528400584,4,1530.8447978496552,0.0
108000,2024,1726.504299223423,36040.50874558224,4,1587.1807577610016,0.0
114000,2024,2072.0226206183434,29596.176142137498,4,1708.1644146442413,0.2
120000,2024,1946.5882233381271,46531.059091224895,4,1623.9139454364777,0.0
126000,2024,2159.0108359456062,28543.005253438252,4,1556.2556734085083,0.0
132000,2024,2047.9411047697067,7851.359317264619,4,1720.0041229724884,0.2
138000,2024,1766.658154129982,2098.9648604718163,4,1613.0469942092896,0.0
144000,2024,2051.269530594349,6677.097368234797,4,1921.797266960144,0.2
