step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,2024,164.77493734657764,919.6375539793693,4,99.22012561559677,0.0
12000,2024,248.5372136682272,35.153974822311795,4,210.79299533367157,0.0
18000,2024,124.37881071399897,7759.778740988539,4,40.89946251735091,0.0
24000,2024,317.4060589373112,13515.02449905083,4,131.1956625431776,0.4
30000,2024,1655.0156154334545,12063.921333554288,4,1175.9124165773392,1.0
36000,2024,1829.3869198709726,10301.350884778833,4,1371.494500041008,1.0
42000,2024,2043.9251911565661,7029.6596425264315,4,1786.8686578273773,1.0
48000,2024,2132.0943470597267,2976.8904725967573,4,1151.3739008903503,1.0
54000,2024,2028.7614268660545,3608.4271005555697,4,1405.0868542194366,1.0
60000,2024,1974.6646009534597,3086.843734032686,4,1803.6361651420593,1.0
66000,2024,1985.598487958312,3856.00144623172,4,1783.942939504981,1.0
72000,2024,1777.344249650836,127760.117331431,4,1211.3119122982025,1.0
78000,2024,2315.8158109486103,2024.212060763949,4,2092.3347940444946,1.0
84000,2024,2353.9539776444435,7828.717088921061,4,2056.059038877487,1.0
90000,2024,2265.184150069952,34511.329459995344,4,1728.8363234251738,1.0
96000,2024,2369.4339102208614,727.7269054905355,4,2306.8728791475296,1.0
102000,2024,2413.9416816681623,554.0888154388089,4,1717.9702580273151,1.0
108000,2024,2378.8274118453264,9965.137366048788,4,2191.6568744182587,1.0
114000,2024,2339.145439237356,3914.9377825008837,4,2045.7948832511902,1.0
120000,2024,2303.4389635920525,29931.949266245283,4,2049.8660992980003,1.0
126000,2024,2319.7996468767524,13108.443970724436,4,1972.6630047559738,1.0
132000,2024,2391.980122163892,2984.975714472442,4,2077.2735653221607,1.0
138000,2024,2341.347442597151,14478.158182343177,4,2128.792807996273,1.0
144000,2024,2461.2317035645247,297.1233358189558,4,2189.27065718174,1.0
