step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,789,163.51721024513245,2450.197901944852,4,111.33540505170822,0.0
12000,789,242.13932320475578,29.997840916292716,4,233.29060125350952,0.0
18000,789,257.8693021386862,36.898397258774224,4,247.0053392648697,0.0
24000,789,251.91866171360016,183.54126962803878,4,226.35878229141235,0.0
30000,789,355.4191347658634,51350.13874532455,4,211.4408293068409,0.2
36000,789,612.8253794023767,151574.37368200687,4,114.6125573515892,0.6000000000000001
42000,789,1474.6345603913069,528369.5511669113,4,519.5778037905693,1.0
48000,789,966.1087642908096,363270.9058368914,4,265.3162534236908,0.2
54000,789,2483.5470470935106,2634.051089466829,4,970.2559605240822,1.0
60000,789,1508.6435831245035,580116.2570544988,4,797.0557289719582,1.0
66000,789,2257.318715520203,127794.1204642335,4,1756.2647750377655,1.0
72000,789,2582.3269918859005,298.2177462828766,4,2509.342882514,1.0
78000,789,2579.7384836673737,54.80970950955191,4,1553.1534264087677,1.0
84000,789,2567.2191380262375,2551.49335239704,4,1592.6412191390991,1.0
90000,789,2586.79029135406,588.9762802834013,4,1043.097291648388,1.0
96000,789,2549.387924656272,2094.1990534683755,4,2206.9466650485992,1.0
102000,789,2562.9821879267693,1654.3815636824238,4,2362.8477807044983,1.0
108000,789,2529.8854417800903,5683.74878276966,4,2001.9368368387222,1.0
114000,789,2486.4363515377045,6652.252514134572,4,2263.7709597349167,1.0
120000,789,2592.4248688817024,854.8146198979179,4,2549.798498272896,1.0
126000,789,2595.368672505021,319.2076446479485,4,2552.0097893476486,1.0
132000,789,2572.1700041145086,960.2447406479622,4,2510.2907304763794,1.0
138000,789,2527.0666353553534,929.2833462596881,4,1607.259800195694,1.0
144000,789,2593.7713894098997,609.5826857673774,4,2451.232011079788,1.0
