step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,123,332.74963638186455,13.742316084655199,4,315.4096630811691,0.0
12000,123,1078.7402017116547,93956.8370694577,4,775.761905670166,0.0
18000,123,1009.3740701675415,106575.63035941805,4,529.2426013946533,0.0
24000,123,1783.956040084362,1735.367477405808,4,1554.3420298099518,1.0
30000,123,1844.5407635569572,90936.03076138622,4,1368.2100293636322,0.4
36000,123,2202.528002977371,9642.928517623048,4,2002.7480387687683,1.0
42000,123,2342.432955145836,4230.262604753553,4,2263.2407915592194,1.0
48000,123,1915.887655198574,8557.549786769052,4,1786.273588180542,1.0
54000,123,2258.1410433650017,9159.6727724842,4,1927.2953579425812,1.0
60000,123,1762.0879773497581,221949.5856850204,4,808.7939026355743,0.6000000000000001
66000,123,2477.0595911741257,1223.336387694748,4,2349.329835653305,1.0
72000,123,2399.525805413723,28927.057387141078,4,2147.8502678871155,1.0
78000,123,2549.321650147438,34754.903486997995,4,2278.0626237392426,1.0
84000,123,2542.8396102786064,5718.336574201784,4,2375.959526538849,1.0
90000,123,2366.312391638756,111204.73429527778,4,1757.1572978496552,1.0
96000,123,2454.0131497979164,17392.9990672714,4,2285.065562725067,1.0
102000,123,2543.4766870737076,7734.70896380741,4,2411.81875705719,1.0
108000,123,2296.7324627637863,32506.222148766756,4,1626.1380724906921,1.0
114000,123,2617.335524022579,1359.4945169731134,4,2579.4171979427338,1.0
120000,123,2598.0863103866577,3506.677141072316,4,2228.10634970665,1.0
126000,123,2610.162760615349,159.3113089931437,4,2591.42311501503,1.0
132000,123,2707.9135215878487,946.5003163520583,4,2067.1229979991913,1.0
138000,123,2231.66863912344,16490.28242608218,4,2018.003752231598,0.6000000000000001
144000,123,2706.6714531183243,1328.0107193407973,4,1346.9109494686127,1.0
