step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,456,125.68519610762596,1115.6630101052497,5,0.0
12000,456,80.61528751850128,251.8711889781551,5,0.0
18000,456,118.53779458999634,236.67552278026295,5,0.0
24000,456,136.95393413305283,1333.4980564259367,5,0.0
30000,456,200.93788851499556,10899.53566599452,5,0.0
36000,456,150.09717614650725,4151.428563996081,5,0.0
42000,456,131.7796062707901,2693.1877024165824,5,0.0
48000,456,422.5349145412445,325275.9768563704,5,0.2
54000,456,152.96937693357467,3237.6109132660195,5,0.0
60000,456,219.10516119599342,27794.292598586944,5,0.2
66000,456,876.1166056036949,613305.8467712104,5,0.8
72000,456,413.93695817291734,408923.5228628139,5,0.2
78000,456,1534.3585478901864,159051.12228700594,5,1.0
84000,456,1575.306275421381,732267.4508036909,5,0.8
90000,456,906.5076159000397,1264575.04438718,5,0.4
96000,456,786.7232090264558,470246.9526836705,5,0.8
102000,456,2178.287990295887,179543.8580240294,5,1.0
108000,456,1581.6367737293244,822139.1598781797,5,0.8
114000,456,1424.807389986515,521924.4279540044,5,0.6000000000000001
120000,456,981.4941289305686,535457.3452853858,5,0.4
126000,456,1847.0111054360866,515697.9117634315,5,0.8
132000,456,1615.5488061904907,437370.4564211443,5,0.8
138000,456,2074.69710085392,102653.27461711607,5,0.8
144000,456,1714.5354149222374,335515.11828136805,5,1.0
