step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,0,143.20809395611286,211.86529537061355,4,63.43428638577461,0.0
12000,0,89.04487720131874,80.8545310882807,4,66.3692501783371,0.0
18000,0,132.13748838752508,1876.0878018179985,4,77.85867604613304,0.0
24000,0,165.0639806985855,249.07148695696932,4,112.97328007221222,0.0
30000,0,162.65344877541065,84.60719106525443,4,141.278249502182,0.0
36000,0,158.62117448449135,345.506508874211,4,125.7365271449089,0.0
42000,0,160.40523894131184,502.80282594403303,4,129.094817340374,0.0
48000,0,303.70083570480347,69326.8344406919,4,139.70339813828468,0.0
54000,0,127.02207620441914,848.1683458565775,4,81.57193344831467,0.0
60000,0,276.2037928253412,7001.583422417144,4,119.53567069768906,0.0
66000,0,433.89641603827477,100323.85566400351,4,155.8882918357849,0.2
72000,0,166.66975367069244,153.67064002544387,4,143.80665078759193,0.0
78000,0,233.34912331402302,17338.472780672444,4,152.24525356292725,0.0
84000,0,180.56862612068653,24.542215569831686,4,111.70908963680267,0.0
90000,0,264.4998464137316,47946.14456296471,4,111.45764726400375,0.2
96000,0,423.7622772604227,241133.52564526707,4,164.11985802650452,0.2
102000,0,315.3832561671734,80016.4782719945,4,126.15754461288452,0.4
108000,0,153.23343321681023,580.142441080573,4,121.15557032823563,0.0
114000,0,217.11729998886585,3278.264154330905,4,164.44899606704712,0.0
120000,0,862.7763686925173,70382.65471799627,4,148.1249487400055,0.8
126000,0,372.14382304251194,97087.50618329906,4,158.45258331298828,0.4
132000,0,139.12990038096905,48.62662128532447,4,120.3415156006813,0.0
138000,0,973.2852533534169,637966.5710073294,4,159.70915281772614,0.4
144000,0,848.7166955471039,208592.43310814758,4,139.80402517318726,0.6000000000000001
