step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,789,117.88341819047928,487.2022799423094,5,0.0
12000,789,126.22524306774139,380.56225330433824,5,0.0
18000,789,106.83454165458679,362.1459232709321,5,0.0
24000,789,165.4057887673378,398.64744106573005,5,0.0
30000,789,165.08803262710572,384.10616118572983,5,0.0
36000,789,162.81813803911209,390.6933768422061,5,0.0
42000,789,610.9315976381301,1093497.3052818861,5,0.2
48000,789,242.14720603227616,23603.53401916422,5,0.2
54000,789,799.2237235665322,782911.4839972374,5,0.4
60000,789,1799.729030275345,294707.9996588935,5,1.0
66000,789,1253.8419692277907,522363.78560587706,5,0.8
72000,789,2196.149100804329,175330.80934359177,5,1.0
78000,789,1408.158799958229,1095528.2196873773,5,0.8
84000,789,1534.5034654736519,849673.2193131999,5,0.8
90000,789,1959.8390651583672,482667.69560512214,5,1.0
96000,789,1062.7444957852363,728375.6507255615,5,0.4
102000,789,1359.840105354786,1238380.019692549,5,0.6000000000000001
108000,789,2069.314392518997,159429.57774165156,5,1.0
114000,789,1790.8413839221,695875.2427963867,5,1.0
120000,789,2406.2077912449836,7745.337803022275,5,1.0
126000,789,2239.3072140216827,26065.395400908208,5,1.0
132000,789,1536.3241721510888,693818.0592909522,5,0.8
138000,789,2184.360718500614,69108.68507282723,5,1.0
144000,789,2247.649738907814,26826.376750885043,5,1.0
