step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,123,163.93644642829895,2270.094637427877,4,70.18790599703789,0.0
12000,123,251.2361637353897,44.96236425249817,4,233.23133379220963,0.0
18000,123,75.90110238245688,1087.8928233940037,4,24.377488777041435,0.0
24000,123,717.6249100863934,398766.430526655,4,179.56325727701187,0.4
30000,123,912.1789017803967,371613.4789303161,4,223.0689803659916,0.6000000000000001
36000,123,1525.9264532029629,1125954.1104625955,4,270.52674347162247,0.4
42000,123,2244.4394676685333,22138.24476669202,4,1656.946310222149,1.0
48000,123,2409.793448731303,11716.083284011684,4,2293.7558205127716,1.0
54000,123,2456.1478848457336,9564.164948957383,4,1803.5727331638336,1.0
60000,123,2272.1570190042257,152282.72875082333,4,1507.2774426937103,1.0
66000,123,2490.642510816455,8112.335720322062,4,566.3851882219315,1.0
72000,123,2525.211557239294,1331.191327239496,4,2397.626186609268,1.0
78000,123,2498.8352044969797,2238.562977450579,4,2442.824573278427,1.0
84000,123,2498.7821741700172,2465.221634138878,4,2412.7665894031525,1.0
90000,123,2552.1604647785425,984.5314697635264,4,2381.499109148979,1.0
96000,123,2459.3785049021244,14637.41576191085,4,2296.463842511177,1.0
102000,123,2541.4949689358473,894.5330137584357,4,2464.246567130089,1.0
108000,123,2495.3143353164196,4394.404426635324,4,2345.330531537533,1.0
114000,123,2495.9432865530252,7119.7745793461545,4,2416.785715997219,1.0
120000,123,2548.7743093669415,3683.8723385269764,4,2470.920125424862,1.0
126000,123,2548.839712679386,4047.870099945964,4,2270.4825837016106,1.0
132000,123,2533.588486522436,1524.8301930843975,4,2501.6592034697533,1.0
138000,123,2532.112910285592,909.2612569119125,4,2286.90775193274,1.0
144000,123,2491.544797807932,6720.166088266454,4,2390.448101043701,1.0
