step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,0,428.3242803812027,2905.0618924457253,4,385.2357783317566,0.0
12000,0,979.4972024559975,7199.675834740068,4,282.89545941352844,0.0
18000,0,669.702268153429,105967.68546177924,4,335.880957365036,0.0
24000,0,481.9995134174824,38680.94468214892,4,241.44600594043732,0.0
30000,0,1200.5819084644318,32121.250080293714,4,1065.6145911216736,0.0
36000,0,1357.4527336359024,9780.715020796988,4,1116.3190310001373,0.0
42000,0,1480.3280717730522,7844.695123259255,4,1169.2903180122375,0.0
48000,0,1434.4255452156067,6517.198415155057,4,1268.2132060527802,0.0
54000,0,1471.1482062339783,65.84478998926916,4,1426.7090570926666,0.0
60000,0,1342.4384566545486,21631.045709152182,4,1149.1280727386475,0.0
66000,0,1511.788375735283,2657.12260395313,4,1326.6424748897552,0.0
72000,0,1473.0050656795502,8899.06193909523,4,1286.7454147338867,0.0
78000,0,1539.5640314221382,505.3349561826123,4,1307.0449178218842,0.0
84000,0,1526.4697216153145,153.82978607894617,4,1509.507931470871,0.0
90000,0,1536.190863251686,1560.9589595303826,4,1481.229378938675,0.0
96000,0,1536.670085132122,9385.480633744388,4,1432.0018730163574,0.0
102000,0,1533.5600897073746,98.24370763455612,4,908.7412195205688,0.0
108000,0,1106.8111609220505,80112.43677699122,4,758.6522738933563,0.0
114000,0,1737.8419923186302,72.90543733059478,4,1517.3626775741577,0.0
120000,0,1670.9233761429787,25303.04115617866,4,1470.486762046814,0.0
126000,0,1824.9637595415115,61438.8046543727,4,1386.9674439430237,0.4
132000,0,1703.5765898823738,12117.56618444927,4,1484.7443580627441,0.0
138000,0,1946.8688656687737,144922.811443116,4,1346.8987550735474,0.0
144000,0,1332.5505558252335,278356.659070163,4,756.0282454490662,0.4
