step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,2024,117.5153824210167,184.63946265090397,5,0.0
12000,2024,81.40461400151253,364.1844569613041,5,0.0
18000,2024,152.8731058716774,406.04780164459254,5,0.0
24000,2024,140.87494572401047,250.14345896304187,5,0.0
30000,2024,152.5586198449135,241.7752608570607,5,0.0
36000,2024,172.24933888912201,33.92645387285925,5,0.0
42000,2024,155.58445910215377,512.5329402024878,5,0.0
48000,2024,143.94612188339232,638.1206684402712,5,0.0
54000,2024,114.21178172230721,1562.995571771547,5,0.0
60000,2024,150.79073030948638,919.4460336603279,5,0.0
66000,2024,90.83957323431969,1972.604904105931,5,0.0
72000,2024,174.1362514257431,88.14039560430778,5,0.0
78000,2024,145.63998577594757,418.3667810211444,5,0.0
84000,2024,140.79736111164092,1148.246087179351,5,0.0
90000,2024,297.8785819649696,190951.29430367783,5,0.2
96000,2024,85.78189450502396,42.56515231820452,5,0.0
102000,2024,237.73581300973893,32276.922074408416,5,0.0
108000,2024,517.0322876453399,297629.12163327046,5,0.6000000000000001
114000,2024,478.8605982542038,282845.24022152094,5,0.6000000000000001
120000,2024,131.39333219528197,1268.4301173820934,5,0.0
126000,2024,346.2579940974712,152055.71308558504,5,0.2
132000,2024,543.126410907507,295753.1907359563,5,0.6000000000000001
138000,2024,902.4242924153805,208905.49257694348,5,1.0
144000,2024,455.54056572914124,150209.17318135872,5,0.4
