step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,0,121.69999299049377,1271.1672378157518,5,0.0
12000,0,119.21556456685066,38.99784775430977,5,0.0
18000,0,171.39195520877837,118.13654348002956,5,0.0
24000,0,155.99319649934768,587.257365354491,5,0.0
30000,0,119.75789976716041,496.45112169571235,5,0.0
36000,0,162.68049792051315,445.9331904439796,5,0.0
42000,0,196.09735205173493,5018.651903186338,5,0.0
48000,0,148.50137311816215,2256.395400465816,5,0.0
54000,0,140.15120733380317,1589.2488871489936,5,0.0
60000,0,193.19585844874382,8170.103804698683,5,0.0
66000,0,378.75020587444305,97170.63284812265,5,0.4
72000,0,120.99984474778175,1607.2783961499508,5,0.0
78000,0,134.6423857688904,1024.2419214133827,5,0.0
84000,0,183.01783592700957,2711.456942398514,5,0.0
90000,0,352.55045809745786,105992.33220877213,5,0.2
96000,0,332.59277883768084,168785.14993913478,5,0.2
102000,0,143.13334088325502,673.3071161737004,5,0.0
108000,0,461.79169754981996,215000.99001024695,5,0.4
114000,0,149.4410129904747,423.56803965044696,5,0.0
120000,0,497.0386145710945,92579.57833088464,5,0.6000000000000001
126000,0,688.6864596724511,581749.8187343548,5,0.4
132000,0,146.7059047460556,49.80956416438001,5,0.0
138000,0,810.5607315778732,427486.3196799652,5,0.6000000000000001
144000,0,536.4121954679489,289049.54275946645,5,0.4
