step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,0,329.37599462270737,251.60031429197775,4,307.6406989097595,0.0
12000,0,214.67224976420403,0.9042663799032328,4,213.82957887649536,0.0
18000,0,868.2624980211258,30908.03261914164,4,554.7392144203186,0.0
24000,0,1199.9921890497208,14681.64270128256,4,982.6737506389618,0.0
30000,0,1249.2845638394356,886.9319934709162,4,987.766149520874,0.0
36000,0,1211.834649503231,12289.239690115684,4,1021.9190180301666,0.0
42000,0,1228.5105014443398,15375.824571664942,4,986.885228395462,0.0
48000,0,1175.4095420241356,10489.471867056869,4,1055.1104984283447,0.0
54000,0,1321.4805589318275,286.8123290123002,4,1236.3073761463165,0.0
60000,0,1300.5683195590973,479.6736013920636,4,1157.5324757099152,0.0
66000,0,1489.4833281636238,10813.01499354071,4,1212.2318773269653,0.0
72000,0,1443.919472336769,8817.656512088834,4,1307.5312931537628,0.0
78000,0,1364.8920604586601,57035.992923936814,4,930.7742850780487,0.0
84000,0,1527.234863936901,953.6618413408663,4,1318.4486272335052,0.0
90000,0,1286.8600466251373,21845.914016558057,4,1001.4450407028198,0.0
96000,0,894.1637387871742,6211.349562155964,4,777.777571439743,0.0
102000,0,1433.8499393463135,6954.700807183475,4,1212.5641012191772,0.0
108000,0,1246.786443054676,8934.991025274054,4,1140.1739535331726,0.0
114000,0,1416.2789160609245,1030.2095515799563,4,1386.7210187911987,0.0
120000,0,1238.2636613845825,100559.46056843393,4,759.044118642807,0.0
126000,0,1536.064099907875,590.1664299725596,4,1472.9636573791504,0.0
132000,0,1491.8811096549034,7125.698349939921,4,1361.69895029068,0.0
138000,0,1475.3998522758484,5235.429327470048,4,1326.7722659111023,0.0
144000,0,1472.2679169774055,146.3831565139045,4,1426.7964334487915,0.0
