step,seed,avg_eval_return,var_eval_return,num_evals_used,mean_eval_success
6000,123,112.3948647081852,888.9254599058771,5,0.0
12000,123,143.26247965693474,765.3475571358847,5,0.0
18000,123,156.76482640504838,342.7720628126272,5,0.0
24000,123,230.9035176038742,32500.781737516714,5,0.2
30000,123,461.0360591173172,159865.5609630767,5,0.4
36000,123,162.6662841439247,152.01820185812178,5,0.0
42000,123,610.2090192914009,423869.34215919906,5,0.4
48000,123,849.7639133751393,666075.9087288205,5,0.6000000000000001
54000,123,433.56268247962,410686.123543078,5,0.2
60000,123,612.389676618576,182462.95128764395,5,0.2
66000,123,330.25826156139374,150702.80614730914,5,0.2
72000,123,143.49154169559478,514.6837730156502,5,0.0
78000,123,459.18915835618975,150990.97529392422,5,0.0
84000,123,712.2898892879487,288756.30481959006,5,0.6000000000000001
90000,123,200.59127576947213,39894.7332642819,5,0.0
96000,123,294.33258734345435,80962.1837834836,5,0.2
102000,123,928.4745388507843,572865.1346332226,5,0.6000000000000001
108000,123,886.8088520407676,1042568.0732442813,5,0.4
114000,123,832.1914900302887,915049.8140132342,5,0.4
120000,123,1062.757125532627,1618507.5493473085,5,0.4
126000,123,1085.8332834005355,521317.5550035193,5,0.8
132000,123,947.6781572937965,360231.30603477085,5,0.8
138000,123,870.5100442707538,771672.308905593,5,0.6000000000000001
144000,123,1147.1507004380226,566982.9669135113,5,0.8
