step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,456,323.18017214536667,96.13881982904591,4,306.3449659347534,0.0
12000,456,232.00851315259933,14.945283386913772,4,225.43251013755798,0.0
18000,456,594.3928701877594,30311.7562710488,4,276.96732664108276,0.0
24000,456,1289.538670361042,3659.821743532328,4,1186.5278673171997,0.0
30000,456,1450.600218296051,7106.158191681414,4,1331.2597019672394,0.0
36000,456,1540.6264607906342,183.43230823266006,4,1419.3662254810333,0.0
42000,456,1394.3888476490974,9808.888033201258,4,1245.7607746124268,0.0
48000,456,1462.314973771572,5638.297446114619,4,1351.5379807949066,0.0
54000,456,1430.2804995775223,3455.5018204377134,4,1355.6579461097717,0.0
60000,456,1495.8785287737846,2988.9299926403214,4,1406.1561627388,0.0
66000,456,1375.9368636012077,8044.0341305950105,4,732.3694686889648,0.0
72000,456,1384.189932525158,10434.286931551798,4,694.4060025215149,0.0
78000,456,1485.336740911007,278.59938944170807,4,696.0094833374023,0.0
84000,456,1434.1072900891304,1819.5804599561563,4,1169.442545413971,0.0
90000,456,1434.3347366452217,13719.488384346407,4,886.8002088069916,0.0
96000,456,1359.0792924165726,25399.515743118114,4,867.556001663208,0.0
102000,456,1469.1097162365913,2058.3242849933354,4,1392.271984577179,0.0
108000,456,1540.7599287629128,2545.358135243257,4,1319.6410338878632,0.0
114000,456,1535.3894001245499,5641.171255938785,4,1398.553171157837,0.0
120000,456,1519.7682000994682,1755.0963556656632,4,1391.9698181152344,0.0
126000,456,1508.760447382927,4039.688153973249,4,1307.7247393131256,0.0
132000,456,1508.6191384196281,937.0952106472015,4,1453.8605785369873,0.0
138000,456,1545.6375479102135,2925.352177305753,4,1364.8293800354004,0.0
144000,456,1503.4186462759972,78.48044540863465,4,1460.3185341358185,0.0
