step,seed,avg_eval_return,var_eval_return,num_evals_used,removed_lowest_score,mean_eval_success
6000,789,378.82085543870926,238.12440039576668,4,339.0824553966522,0.0
12000,789,817.6790902018547,5712.036766980513,4,332.62243485450745,0.0
18000,789,1362.2697197794914,17187.76055653082,4,1183.1523728370667,0.0
24000,789,1617.5012753605843,2604.87876587673,4,1106.530133008957,0.0
30000,789,1445.2536073327065,11627.911970752073,4,882.7025752067566,0.0
36000,789,1543.9853559732437,2817.0269338156813,4,1191.7156972885132,0.0
42000,789,1602.0232408642769,4523.946064124738,4,1503.652194738388,0.0
48000,789,1558.2453420758247,32161.921746526303,4,1285.7899820804596,0.0
54000,789,1463.7008873820305,36120.022028161584,4,1237.3082556724548,0.0
60000,789,1644.3373360037804,1900.6715942743976,4,1274.485239982605,0.0
66000,789,1564.0030049085617,2388.6485101535536,4,1521.1312546730042,0.0
72000,789,1543.9297335147858,9386.975556625925,4,1468.8699419498444,0.0
78000,789,1623.7858477830887,7091.428364231248,4,945.5289709568024,0.0
84000,789,1559.796606361866,685.9405140408425,4,1432.0377223491669,0.0
90000,789,1661.4771476387978,5518.124592033661,4,1586.053955078125,0.0
96000,789,1578.5291430950165,446.51548490338865,4,1554.9819939136505,0.0
102000,789,1585.2936445474625,788.5862874101621,4,1542.7606568336487,0.0
108000,789,1592.60107421875,202.70689564581247,4,1579.5002913475037,0.0
114000,789,1586.547201693058,242.03256283772566,4,1502.8592236042023,0.0
120000,789,1620.8206419944763,13127.896392138573,4,1516.2042355537415,0.0
126000,789,1521.9564111828804,14587.837181977055,4,1201.5321471691132,0.0
132000,789,1581.4436873793602,431.2486244054278,4,1508.7007477283478,0.0
138000,789,1580.422018647194,11218.855018229131,4,1467.4654240608215,0.0
144000,789,1784.7995639443398,41116.28206829192,4,1575.5426077842712,0.4
